employee_id,employee_name,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
EMP01024,Eve Nguyen,54,Self-emp,15270,Masters,3,Married,Exec-managerial,Not-in-family,Black,Female,7724,1953,41,United-States,<=50K
EMP01025,Ali Lee,42,Unemployed,69285,Bachelors,4,Never-married,Sales,Wife,Asian-Pac-Islander,Female,5218,1225,33,United-States,>50K
EMP01026,Sara Patel,51,Government,37204,HS-grad,7,Divorced,Craft-repair,Own-child,White,Female,3385,578,41,Germany,<=50K
EMP01027,Sara Smith,39,Unemployed,58240,Doctorate,7,Married,Tech-support,Unmarried,White,Male,9115,4942,22,United-States,>50K
EMP01028,Sara Fernandez,40,Unemployed,21705,Bachelors,3,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,2339,240,37,Germany,>50K
EMP01029,Ali Patel,52,Government,93168,Bachelors,12,Never-married,Exec-managerial,Wife,Black,Male,5768,2521,60,Philippines,>50K
EMP01030,Tom Fernandez,21,Self-emp,50242,Doctorate,10,Divorced,Craft-repair,Husband,Black,Male,1957,3256,44,India,>50K
EMP01031,Eve Fernandez,54,Government,32262,Assoc,13,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,9594,2963,55,Germany,<=50K
EMP01032,Tom Kumar,45,Unemployed,60566,HS-grad,15,Married,Sales,Husband,Black,Male,801,2241,47,India,<=50K
EMP01033,Tom Smith,27,Self-emp,35555,Bachelors,9,Separated,Tech-support,Wife,Black,Male,3575,2355,20,Philippines,<=50K
EMP01034,Raj Garcia,20,Unemployed,17136,Masters,12,Separated,Exec-managerial,Unmarried,Other,Female,9522,1599,56,India,>50K
EMP01035,Meena Singh,35,Government,67675,Assoc,15,Married,Prof-specialty,Own-child,White,Female,7247,4075,47,Germany,>50K
EMP01036,Sara Nguyen,22,Unemployed,73070,Masters,2,Divorced,Sales,Wife,White,Female,3502,527,33,Mexico,>50K
EMP01037,John Patel,27,Government,70350,Assoc,3,Never-married,Craft-repair,Not-in-family,Black,Male,4216,4540,50,Mexico,>50K
EMP01038,Alice Patel,59,Unemployed,19725,Masters,3,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,1294,844,50,Philippines,<=50K
EMP01039,Raj Brown,38,Unemployed,35252,HS-grad,10,Never-married,Tech-support,Unmarried,Black,Female,1707,328,34,India,<=50K
EMP01040,Raj Smith,43,Unemployed,57469,Doctorate,5,Separated,Sales,Wife,Asian-Pac-Islander,Female,9742,91,28,India,<=50K
EMP01041,Sara Fernandez,32,Unemployed,13780,Assoc,12,Married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,3849,1997,49,Philippines,<=50K
EMP01042,Raj Garcia,20,Self-emp,63998,Doctorate,8,Never-married,Sales,Own-child,Black,Male,2073,531,23,India,<=50K
EMP01043,Alice Singh,42,Self-emp,71879,Masters,6,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,5440,1738,57,Germany,>50K
EMP01044,Raj Patel,50,Unemployed,12012,Assoc,3,Married,Exec-managerial,Wife,Other,Male,3863,131,53,Philippines,<=50K
EMP01045,Ali Kumar,38,Government,63107,Assoc,4,Separated,Prof-specialty,Not-in-family,White,Female,6681,2698,26,Mexico,<=50K
EMP01046,Alice Singh,45,Unemployed,11076,Masters,6,Divorced,Tech-support,Unmarried,Other,Female,9860,2110,57,Mexico,<=50K
EMP01047,Tom Brown,32,Government,73612,Assoc,13,Separated,Prof-specialty,Wife,Other,Female,591,3152,31,Germany,<=50K
EMP01048,Eve Patel,51,Unemployed,74771,Masters,15,Divorced,Tech-support,Unmarried,Black,Female,1877,1862,41,Germany,>50K
EMP01049,John Chen,45,Private,23247,Bachelors,16,Divorced,Sales,Wife,White,Female,6225,3253,33,Philippines,>50K
EMP01050,John Nguyen,22,Unemployed,82410,Bachelors,9,Never-married,Craft-repair,Husband,Other,Female,1009,4345,23,Germany,<=50K
EMP01051,Eve Singh,31,Unemployed,26806,Doctorate,5,Divorced,Craft-repair,Husband,Black,Female,4483,893,48,Philippines,>50K
EMP01052,Bob Brown,59,Government,44070,Assoc,9,Divorced,Sales,Not-in-family,Black,Female,1190,1511,33,Mexico,>50K
EMP01053,Bob Patel,38,Unemployed,31137,Assoc,3,Married,Exec-managerial,Wife,Black,Male,284,4259,57,Germany,>50K
EMP01054,Ali Fernandez,40,Private,28927,Doctorate,16,Separated,Craft-repair,Husband,Black,Female,4954,1170,38,Philippines,>50K
EMP01055,Eve Chen,53,Unemployed,72976,Doctorate,13,Separated,Exec-managerial,Wife,Black,Male,7077,3133,58,India,<=50K
EMP01056,Raj Brown,27,Unemployed,10650,HS-grad,1,Married,Prof-specialty,Own-child,White,Male,4793,4769,37,United-States,<=50K
EMP01057,Priya Brown,44,Private,93078,Assoc,13,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,8576,2558,47,Philippines,>50K
EMP01058,Tom Fernandez,43,Unemployed,96306,Assoc,1,Separated,Sales,Own-child,White,Female,7335,59,42,India,<=50K
EMP01059,Ali Smith,37,Unemployed,79948,HS-grad,13,Married,Craft-repair,Own-child,Black,Female,266,1170,54,United-States,>50K
EMP01060,Bob Patel,23,Self-emp,79924,Doctorate,16,Never-married,Sales,Husband,Other,Female,6271,3482,23,Germany,>50K
EMP01061,Bob Patel,42,Self-emp,25744,Assoc,1,Married,Sales,Husband,Other,Female,4705,617,50,Mexico,<=50K
EMP01062,Sara Smith,57,Self-emp,79576,Assoc,14,Never-married,Tech-support,Wife,White,Female,5575,3499,30,Philippines,>50K
EMP01063,Raj Smith,45,Self-emp,60625,Assoc,12,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,4529,3360,56,Mexico,<=50K
EMP01064,Sara Brown,30,Self-emp,49254,Bachelors,12,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,3301,2556,50,Philippines,<=50K
EMP01065,Priya Kumar,32,Private,78252,Doctorate,9,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,4472,421,56,Mexico,<=50K
EMP01066,Tom Garcia,58,Government,94045,Doctorate,13,Separated,Sales,Wife,Black,Female,4575,2966,52,India,>50K
EMP01067,Alice Kumar,58,Government,19925,Masters,8,Married,Prof-specialty,Not-in-family,Other,Male,6991,974,51,United-States,>50K
EMP01068,Ali Smith,31,Unemployed,57886,Doctorate,1,Married,Exec-managerial,Unmarried,White,Male,6856,1504,52,Germany,>50K
EMP01069,Bob Kumar,22,Private,43590,Masters,7,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,9000,1723,53,Philippines,>50K
EMP01070,John Kumar,41,Private,42355,HS-grad,5,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,9264,4940,28,Philippines,>50K
EMP01071,Raj Lee,45,Unemployed,15987,Doctorate,7,Divorced,Craft-repair,Wife,Other,Female,6150,2677,40,Germany,>50K
EMP01072,Meena Fernandez,26,Government,42450,Bachelors,7,Never-married,Craft-repair,Wife,White,Female,1783,2214,44,Germany,>50K
EMP01073,Tom Brown,39,Government,95861,Doctorate,10,Never-married,Prof-specialty,Own-child,Other,Female,5565,1686,53,United-States,<=50K
EMP01074,Priya Kumar,38,Self-emp,17264,Assoc,13,Never-married,Prof-specialty,Husband,Other,Male,7979,2292,43,United-States,>50K
EMP01075,Meena Brown,30,Government,78407,Doctorate,10,Never-married,Tech-support,Husband,Black,Male,8700,539,36,Germany,<=50K
EMP01076,Eve Kumar,25,Unemployed,66650,Doctorate,10,Divorced,Tech-support,Not-in-family,Black,Female,8986,162,46,United-States,>50K
EMP01077,Bob Garcia,55,Unemployed,46238,Doctorate,9,Married,Tech-support,Husband,Asian-Pac-Islander,Male,6436,4823,37,Germany,<=50K
EMP01078,Bob Brown,51,Private,55637,Masters,10,Never-married,Craft-repair,Own-child,Other,Male,1803,559,24,India,>50K
EMP01079,Raj Singh,20,Self-emp,77835,HS-grad,9,Married,Exec-managerial,Own-child,Other,Male,4424,4058,36,Germany,>50K
EMP01080,Ali Brown,33,Unemployed,68433,Assoc,16,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,3692,2526,39,India,>50K
EMP01081,John Singh,30,Self-emp,91415,Assoc,1,Separated,Craft-repair,Unmarried,White,Male,7962,3882,51,Mexico,<=50K
EMP01082,Sara Fernandez,40,Private,14882,HS-grad,15,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,620,4644,60,India,>50K
EMP01083,Raj Kumar,60,Government,14399,Bachelors,5,Separated,Exec-managerial,Unmarried,White,Male,2896,333,25,Philippines,<=50K
EMP01084,Sara Garcia,60,Unemployed,79322,HS-grad,12,Separated,Craft-repair,Wife,White,Male,8249,1801,42,India,<=50K
EMP01085,Alice Nguyen,42,Government,19129,HS-grad,15,Married,Craft-repair,Own-child,Black,Male,194,3443,23,United-States,<=50K
EMP01086,John Lee,50,Self-emp,70669,HS-grad,2,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,7440,2180,59,United-States,<=50K
EMP01087,Bob Kumar,23,Self-emp,18342,Doctorate,2,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,8527,1194,42,Philippines,>50K
EMP01088,Priya Brown,56,Self-emp,63449,Bachelors,7,Divorced,Tech-support,Wife,Black,Female,66,2195,53,Philippines,>50K
EMP01089,Priya Chen,25,Unemployed,18627,Doctorate,7,Never-married,Craft-repair,Unmarried,White,Male,6310,4333,48,Germany,<=50K
EMP01090,Bob Chen,32,Government,50629,Masters,2,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,8066,959,48,Mexico,>50K
EMP01091,Eve Lee,39,Private,63034,Doctorate,8,Married,Tech-support,Own-child,Asian-Pac-Islander,Female,901,3072,53,Mexico,>50K
EMP01092,Eve Chen,23,Unemployed,51767,Doctorate,1,Separated,Sales,Own-child,Black,Female,5846,58,50,United-States,<=50K
EMP01093,Meena Garcia,31,Self-emp,11724,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Male,5716,2098,20,Germany,>50K
EMP01094,John Garcia,60,Government,12685,Bachelors,4,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,9683,3381,40,United-States,>50K
EMP01095,Alice Brown,29,Unemployed,41684,Assoc,14,Separated,Sales,Wife,White,Male,3877,4425,39,United-States,<=50K
EMP01096,Tom Nguyen,21,Self-emp,42376,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,7411,273,53,India,<=50K
EMP01097,John Lee,24,Government,15518,HS-grad,1,Married,Craft-repair,Own-child,Black,Male,809,3981,24,Mexico,<=50K
EMP01098,Raj Nguyen,26,Unemployed,21229,Masters,6,Married,Craft-repair,Not-in-family,Black,Male,2595,205,25,Philippines,>50K
EMP01099,John Smith,40,Self-emp,15264,Assoc,15,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,8177,616,41,United-States,>50K
EMP01100,John Garcia,48,Unemployed,92297,Bachelors,11,Divorced,Exec-managerial,Husband,White,Male,8011,1969,50,India,<=50K
EMP01101,Tom Garcia,58,Unemployed,77455,Bachelors,2,Never-married,Exec-managerial,Unmarried,White,Female,6214,2573,46,United-States,<=50K
EMP01102,Tom Nguyen,52,Self-emp,73253,Doctorate,6,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,3249,1973,37,United-States,<=50K
EMP01103,Alice Patel,35,Self-emp,20560,Bachelors,2,Divorced,Prof-specialty,Husband,Black,Male,6255,1604,46,Mexico,<=50K
EMP01104,Raj Fernandez,43,Unemployed,78773,HS-grad,1,Divorced,Sales,Husband,Other,Male,7699,3389,27,United-States,>50K
EMP01105,Alice Chen,43,Private,42210,HS-grad,16,Divorced,Tech-support,Unmarried,White,Male,6160,2520,48,Germany,<=50K
EMP01106,John Nguyen,42,Government,97836,HS-grad,3,Married,Craft-repair,Own-child,Asian-Pac-Islander,Male,6900,4139,20,Germany,>50K
EMP01107,John Patel,52,Government,53671,Masters,15,Separated,Craft-repair,Wife,Asian-Pac-Islander,Male,4678,2627,25,India,>50K
EMP01108,John Nguyen,31,Government,94357,HS-grad,9,Never-married,Tech-support,Husband,White,Male,7704,1848,53,Germany,<=50K
EMP01109,Tom Garcia,57,Unemployed,91736,Bachelors,7,Married,Sales,Own-child,Black,Male,6227,2270,43,United-States,<=50K
EMP01110,John Garcia,35,Government,29515,Bachelors,15,Never-married,Prof-specialty,Not-in-family,Other,Male,667,125,42,Mexico,>50K
EMP01111,Raj Nguyen,58,Unemployed,80437,Masters,11,Never-married,Sales,Husband,Asian-Pac-Islander,Female,3480,225,32,India,<=50K
EMP01112,Eve Fernandez,52,Government,92680,HS-grad,9,Married,Sales,Unmarried,Amer-Indian-Eskimo,Female,5714,4241,55,Philippines,>50K
EMP01113,Ali Nguyen,37,Government,94879,Assoc,3,Separated,Craft-repair,Not-in-family,Black,Male,5209,2837,33,Germany,<=50K
EMP01114,Sara Chen,24,Self-emp,37519,Doctorate,15,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,3188,242,55,Germany,<=50K
EMP01115,Alice Nguyen,55,Unemployed,93170,Doctorate,13,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,2574,3280,30,Mexico,>50K
EMP01116,Eve Kumar,39,Private,88656,Doctorate,12,Never-married,Craft-repair,Unmarried,White,Male,3708,1627,34,India,<=50K
EMP01117,Ali Singh,32,Government,24027,Doctorate,11,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4249,3758,44,Germany,>50K
EMP01118,Meena Patel,31,Unemployed,71894,Masters,3,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4330,4587,32,Mexico,>50K
EMP01119,Sara Fernandez,42,Self-emp,65693,Bachelors,5,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,4619,2505,49,Philippines,<=50K
EMP01120,Bob Kumar,60,Government,72648,Bachelors,5,Married,Prof-specialty,Own-child,White,Female,8907,3377,23,India,<=50K
EMP01121,Alice Singh,37,Unemployed,36942,Assoc,13,Divorced,Craft-repair,Own-child,Other,Female,110,725,35,India,<=50K
EMP01122,Eve Kumar,34,Unemployed,17357,Masters,4,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,2154,1685,31,Germany,<=50K
EMP01123,Alice Nguyen,41,Self-emp,82627,HS-grad,2,Divorced,Prof-specialty,Not-in-family,Other,Female,4917,2770,35,India,>50K
EMP01124,Alice Brown,37,Self-emp,83270,Assoc,13,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,6594,4875,54,India,<=50K
EMP01125,Bob Lee,59,Unemployed,22084,Masters,1,Separated,Exec-managerial,Not-in-family,Other,Male,7959,1407,20,Germany,>50K
EMP01126,John Brown,44,Self-emp,27443,HS-grad,13,Never-married,Tech-support,Husband,White,Female,6042,3230,29,Germany,>50K
EMP01127,Tom Fernandez,23,Self-emp,20389,Doctorate,14,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,1722,1737,46,Mexico,>50K
EMP01128,Bob Nguyen,51,Self-emp,84096,Doctorate,12,Separated,Sales,Wife,Asian-Pac-Islander,Female,4416,3536,28,United-States,>50K
EMP01129,John Lee,31,Government,14420,Masters,7,Separated,Tech-support,Not-in-family,White,Female,2359,3243,40,India,<=50K
EMP01130,Eve Patel,53,Government,99401,HS-grad,5,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Male,4520,4248,34,India,<=50K
EMP01131,Meena Brown,32,Self-emp,61742,Assoc,14,Never-married,Exec-managerial,Own-child,Black,Male,2850,3394,56,Mexico,<=50K
EMP01132,Raj Kumar,28,Private,59261,Bachelors,5,Married,Sales,Own-child,Asian-Pac-Islander,Female,3727,2658,45,United-States,>50K
EMP01133,Ali Garcia,53,Private,70896,Doctorate,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,7037,1099,24,Philippines,<=50K
EMP01134,Bob Brown,39,Government,53028,Masters,11,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,4441,3745,30,Germany,<=50K
EMP01135,Sara Patel,29,Unemployed,55076,Masters,2,Never-married,Exec-managerial,Own-child,Other,Male,1821,817,39,Mexico,<=50K
EMP01136,Bob Smith,20,Government,59790,HS-grad,16,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,2814,2380,20,Germany,>50K
EMP01137,Meena Lee,26,Unemployed,33881,Doctorate,8,Never-married,Tech-support,Wife,Black,Male,9737,4662,34,Germany,<=50K
EMP01138,Tom Singh,40,Self-emp,68062,Assoc,10,Divorced,Sales,Not-in-family,Black,Male,5762,3338,46,United-States,<=50K
EMP01139,Meena Brown,26,Government,75332,Assoc,10,Never-married,Craft-repair,Wife,White,Male,3381,3485,60,India,>50K
EMP01140,Raj Kumar,51,Private,35356,HS-grad,2,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,9509,4922,41,Mexico,>50K
EMP01141,John Singh,24,Private,39629,Masters,4,Divorced,Prof-specialty,Unmarried,Other,Male,9990,2341,35,Philippines,>50K
EMP01142,Bob Singh,39,Unemployed,84240,Doctorate,9,Never-married,Prof-specialty,Unmarried,White,Female,5710,1984,55,Germany,<=50K
EMP01143,Alice Chen,49,Self-emp,93654,Masters,3,Married,Tech-support,Unmarried,Asian-Pac-Islander,Female,5299,2579,55,Philippines,<=50K
EMP01144,Eve Fernandez,24,Government,62729,Doctorate,15,Never-married,Sales,Wife,Black,Male,1291,691,59,Mexico,<=50K
EMP01145,Alice Chen,29,Self-emp,61397,Bachelors,5,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,9458,3796,52,India,<=50K
EMP01146,Eve Brown,26,Unemployed,52284,Masters,5,Never-married,Exec-managerial,Husband,Other,Female,8686,1381,22,Germany,<=50K
EMP01147,Sara Lee,43,Unemployed,24635,HS-grad,12,Married,Craft-repair,Own-child,Black,Female,4976,1291,44,Philippines,>50K
EMP01148,Raj Smith,38,Unemployed,60365,Bachelors,9,Married,Sales,Wife,Amer-Indian-Eskimo,Male,1426,4908,54,Germany,<=50K
EMP01149,Alice Garcia,27,Government,10003,Masters,6,Never-married,Prof-specialty,Own-child,Other,Male,2261,1286,41,United-States,<=50K
EMP01150,Ali Fernandez,57,Private,45867,Masters,8,Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,9851,3907,36,Philippines,>50K
EMP01151,Eve Singh,50,Government,67508,Masters,13,Never-married,Prof-specialty,Own-child,White,Female,5137,1047,50,United-States,>50K
EMP01152,Ali Garcia,39,Private,79656,Masters,1,Never-married,Prof-specialty,Not-in-family,Black,Female,6304,0,40,Germany,<=50K
EMP01153,Priya Smith,55,Government,38013,Doctorate,9,Never-married,Tech-support,Wife,White,Male,1087,2164,27,India,>50K
EMP01154,Eve Singh,59,Self-emp,22293,Bachelors,13,Separated,Craft-repair,Unmarried,Black,Female,6691,1999,44,Mexico,<=50K
EMP01155,Meena Garcia,53,Self-emp,89194,HS-grad,14,Never-married,Prof-specialty,Own-child,White,Male,3687,1956,24,Germany,>50K
EMP01156,Priya Lee,20,Self-emp,58807,Masters,13,Never-married,Exec-managerial,Husband,Other,Male,5857,986,47,Germany,>50K
EMP01157,Tom Kumar,22,Private,71570,Assoc,3,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,9497,2684,56,Mexico,>50K
EMP01158,Sara Singh,55,Government,55261,HS-grad,8,Married,Tech-support,Own-child,White,Male,88,570,31,Philippines,>50K
EMP01159,Meena Chen,44,Unemployed,16656,Assoc,3,Separated,Sales,Wife,Other,Male,3798,4004,60,Philippines,<=50K
EMP01160,Alice Smith,38,Unemployed,91345,Bachelors,8,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,3488,4288,35,Germany,<=50K
EMP01161,Tom Singh,27,Private,27774,Doctorate,11,Divorced,Prof-specialty,Not-in-family,Other,Male,6738,1890,27,United-States,<=50K
EMP01162,Sara Lee,27,Government,93723,Doctorate,13,Separated,Prof-specialty,Not-in-family,Other,Female,6719,3635,54,United-States,>50K
EMP01163,John Patel,20,Self-emp,98788,Bachelors,10,Divorced,Tech-support,Own-child,Other,Female,2137,2431,51,Mexico,>50K
EMP01164,Sara Chen,56,Self-emp,29809,Doctorate,4,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,7739,3073,34,Germany,>50K
EMP01165,Meena Singh,32,Self-emp,90510,Bachelors,8,Divorced,Tech-support,Wife,Black,Male,8331,4930,34,India,>50K
EMP01166,Meena Nguyen,57,Unemployed,51348,Bachelors,9,Divorced,Sales,Unmarried,Other,Female,3169,1876,26,India,<=50K
EMP01167,John Patel,35,Private,45557,Bachelors,2,Separated,Craft-repair,Wife,White,Female,8201,796,25,India,>50K
EMP01168,Ali Chen,34,Private,53592,Doctorate,11,Married,Exec-managerial,Own-child,White,Male,1308,4074,41,Mexico,>50K
EMP01169,Eve Smith,46,Private,78238,Assoc,14,Separated,Sales,Wife,Other,Female,1187,2423,29,India,>50K
EMP01170,Priya Fernandez,50,Government,89250,HS-grad,9,Separated,Craft-repair,Husband,White,Male,8005,3321,28,Germany,<=50K
EMP01171,Ali Fernandez,28,Self-emp,35905,Assoc,6,Married,Tech-support,Not-in-family,White,Female,9014,2147,43,India,>50K
EMP01172,John Smith,41,Self-emp,97705,Doctorate,16,Never-married,Tech-support,Not-in-family,White,Female,2259,3608,59,Philippines,>50K
EMP01173,Eve Nguyen,33,Unemployed,15110,Assoc,10,Married,Tech-support,Wife,White,Male,4215,2191,39,United-States,<=50K
EMP01174,John Chen,28,Government,51994,Bachelors,3,Married,Prof-specialty,Wife,White,Female,3282,2884,51,Mexico,>50K
EMP01175,John Patel,55,Self-emp,12566,Assoc,14,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,9729,937,24,India,<=50K
EMP01176,Sara Nguyen,37,Government,40495,Doctorate,5,Separated,Craft-repair,Not-in-family,Black,Male,3691,553,20,Germany,<=50K
EMP01177,Alice Patel,53,Government,32081,Masters,1,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,6988,4666,59,United-States,>50K
EMP01178,Bob Chen,29,Unemployed,14604,Bachelors,10,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,8007,2113,26,Germany,<=50K
EMP01179,Eve Nguyen,43,Unemployed,46769,HS-grad,1,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,2343,1758,59,Germany,<=50K
EMP01180,Priya Chen,33,Government,80711,Doctorate,1,Separated,Tech-support,Own-child,White,Male,6178,80,49,Mexico,<=50K
EMP01181,Bob Brown,46,Government,19579,Bachelors,4,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,1014,4076,30,India,<=50K
EMP01182,Sara Lee,21,Self-emp,33537,Masters,3,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,1034,172,37,India,<=50K
EMP01183,Sara Garcia,28,Self-emp,58161,HS-grad,1,Divorced,Sales,Not-in-family,Other,Female,4066,2764,43,Germany,<=50K
EMP01184,Alice Chen,57,Unemployed,25668,Doctorate,16,Never-married,Exec-managerial,Wife,Black,Female,3986,1188,32,Germany,>50K
EMP01185,Ali Lee,44,Unemployed,58934,Doctorate,12,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,4744,1801,26,India,>50K
EMP01186,Tom Smith,22,Unemployed,92830,Masters,6,Divorced,Exec-managerial,Husband,White,Female,2448,2630,30,Germany,<=50K
EMP01187,Eve Chen,47,Unemployed,81829,HS-grad,4,Married,Tech-support,Not-in-family,White,Female,5213,934,30,India,>50K
EMP01188,Priya Chen,39,Private,74714,Assoc,7,Separated,Tech-support,Unmarried,Other,Male,4971,4720,53,Germany,>50K
EMP01189,Alice Fernandez,49,Self-emp,23152,Assoc,4,Divorced,Exec-managerial,Own-child,Black,Male,3923,3959,32,Germany,<=50K
EMP01190,Meena Nguyen,32,Unemployed,58917,HS-grad,12,Never-married,Prof-specialty,Own-child,White,Female,6311,1815,42,Germany,<=50K
EMP01191,Alice Kumar,29,Unemployed,15464,Bachelors,4,Married,Sales,Not-in-family,Other,Female,4396,1672,47,Mexico,>50K
EMP01192,Sara Nguyen,33,Unemployed,59508,Doctorate,8,Divorced,Prof-specialty,Own-child,White,Male,1190,3499,25,Philippines,>50K
EMP01193,Eve Chen,59,Private,60141,Bachelors,16,Married,Exec-managerial,Unmarried,Other,Female,8685,1079,49,Germany,>50K
EMP01194,Raj Fernandez,57,Government,96726,Doctorate,12,Separated,Tech-support,Unmarried,White,Male,8226,4679,32,United-States,<=50K
EMP01195,Tom Brown,47,Unemployed,31244,HS-grad,5,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,1863,3443,43,Germany,<=50K
EMP01196,John Chen,22,Government,89043,Doctorate,15,Never-married,Prof-specialty,Husband,White,Male,9730,4931,40,Mexico,>50K
EMP01197,Alice Nguyen,60,Unemployed,25389,Assoc,14,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,3040,1512,49,Mexico,>50K
EMP01198,Bob Brown,28,Self-emp,99895,Assoc,5,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,3225,1934,28,Mexico,>50K
EMP01199,Eve Singh,26,Unemployed,80253,Masters,16,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,8163,3384,27,United-States,>50K
EMP01200,John Kumar,23,Private,59192,Bachelors,4,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,8210,729,46,India,<=50K
EMP01201,Eve Garcia,27,Government,79185,Bachelors,5,Separated,Tech-support,Own-child,White,Male,8899,936,49,India,<=50K
EMP01202,John Kumar,24,Self-emp,64677,Assoc,5,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,1886,1986,49,India,>50K
EMP01203,Eve Brown,56,Private,87881,HS-grad,11,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Male,6186,3626,30,United-States,>50K
EMP01204,Sara Chen,34,Self-emp,11312,Bachelors,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,3345,3388,28,Germany,>50K
EMP01205,Meena Brown,59,Self-emp,74037,Bachelors,12,Never-married,Sales,Wife,White,Male,3800,2908,39,Germany,<=50K
EMP01206,Sara Smith,34,Self-emp,13675,Masters,4,Divorced,Tech-support,Wife,White,Male,6317,3233,24,Germany,<=50K
EMP01207,Priya Brown,46,Self-emp,37273,Doctorate,11,Married,Exec-managerial,Own-child,White,Male,1098,95,47,Germany,<=50K
EMP01208,Ali Brown,51,Private,62215,Bachelors,12,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,8295,2748,47,Germany,>50K
EMP01209,Ali Lee,32,Private,52880,Bachelors,11,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,9081,2518,46,Mexico,<=50K
EMP01210,Ali Chen,30,Private,78139,Doctorate,10,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,4428,3251,57,United-States,<=50K
EMP01211,Bob Kumar,22,Self-emp,96755,HS-grad,6,Separated,Exec-managerial,Husband,Other,Male,3916,2131,31,India,>50K
EMP01212,Eve Lee,46,Unemployed,33288,Bachelors,14,Divorced,Exec-managerial,Not-in-family,Other,Female,9903,307,37,India,>50K
EMP01213,Tom Smith,21,Private,58581,Bachelors,2,Separated,Tech-support,Not-in-family,Other,Female,384,3246,38,Germany,>50K
EMP01214,Raj Patel,30,Self-emp,22388,Masters,2,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,4849,4183,34,Philippines,<=50K
EMP01215,John Kumar,55,Private,91585,HS-grad,6,Divorced,Craft-repair,Husband,White,Female,7558,214,44,United-States,>50K
EMP01216,Tom Chen,45,Self-emp,24219,Doctorate,15,Married,Craft-repair,Unmarried,Other,Male,8637,4643,46,Mexico,>50K
